"document","rc","mutation_target","mutation_operator","discrepancy_type","preconditions","chain_role","impact_primary","primary_controls","confidence","scope"
"the-map/09-frameworks-and-languages/sap.md","RC8","TRUST_CHANNEL","STRUCTURAL_REWRITE","TRUST_BOUNDARY_BREAK","CROSS_COMPONENT_TRUST","ENTRY","PRIVILEGE_ESCALATION","CONTROL_PLANE_HARDENING","MEDIUM","VULN"
"the-map/09-frameworks-and-languages/spring.md","RC8","TRUST_CHANNEL","STRUCTURAL_REWRITE","TRUST_BOUNDARY_BREAK","CROSS_COMPONENT_TRUST","ENTRY","PRIVILEGE_ESCALATION","CONTROL_PLANE_HARDENING","MEDIUM","VULN"
"the-map/09-frameworks-and-languages/symfony.md","RC8","TRUST_CHANNEL","STRUCTURAL_REWRITE","TRUST_BOUNDARY_BREAK","CROSS_COMPONENT_TRUST","ENTRY","PRIVILEGE_ESCALATION","CONTROL_PLANE_HARDENING","MEDIUM","VULN"
"the-map/10-recon-methodology/recon.md","RC9","PARAMETER","STRUCTURAL_REWRITE","VALIDATION_GAP","AMBIGUOUS_INPUT_ACCEPTED","ENTRY","RECON_ENABLEMENT","REJECT_AMBIGUOUS_INPUT","LOW","METHODOLOGY"
"the-map/10-recon-methodology/web-fingerprinting.md","RC9","PARAMETER","STRUCTURAL_REWRITE","VALIDATION_GAP","AMBIGUOUS_INPUT_ACCEPTED","ENTRY","RECON_ENABLEMENT","REJECT_AMBIGUOUS_INPUT","LOW","METHODOLOGY"
"the-map/10-recon-methodology/web-fuzzing.md","RC9","PARAMETER","STRUCTURAL_REWRITE","VALIDATION_GAP","AMBIGUOUS_INPUT_ACCEPTED","ENTRY","RECON_ENABLEMENT","REJECT_AMBIGUOUS_INPUT","LOW","METHODOLOGY"
"the-map/12-misc/ai-llm-security.md","RC8","TRUST_CHANNEL","CONTEXT_SWITCH","TRUST_BOUNDARY_BREAK","CROSS_COMPONENT_TRUST","ENTRY","DATA_EXFILTRATION","CONTROL_PLANE_HARDENING","MEDIUM","VULN"
"the-map/12-misc/ctf-exotic-tricks.md","RC8","TRUST_CHANNEL","CONTEXT_SWITCH","TRUST_BOUNDARY_BREAK","CROSS_COMPONENT_TRUST","ENTRY","DATA_EXFILTRATION","CONTROL_PLANE_HARDENING","MEDIUM","VULN"
"the-map/12-misc/dns-web-security.md","RC8","TRUST_CHANNEL","CONTEXT_SWITCH","TRUST_BOUNDARY_BREAK","CROSS_COMPONENT_TRUST","ENTRY","DATA_EXFILTRATION","CONTROL_PLANE_HARDENING","MEDIUM","VULN"
"the-map/12-misc/dynamic-rendering-engine-exploitation.md","RC8","TRUST_CHANNEL","CONTEXT_SWITCH","TRUST_BOUNDARY_BREAK","CROSS_COMPONENT_TRUST","ENTRY","DATA_EXFILTRATION","CONTROL_PLANE_HARDENING","MEDIUM","VULN"
"the-map/12-misc/nat-slipstreaming.md","RC8","TRUST_CHANNEL","CONTEXT_SWITCH","TRUST_BOUNDARY_BREAK","CROSS_COMPONENT_TRUST","ENTRY","DATA_EXFILTRATION","CONTROL_PLANE_HARDENING","MEDIUM","VULN"
"the-map/12-misc/web-application-dos.md","RC5","STATE_TRANSITION","RACE_PARALLELIZATION","STATE_DESYNC","MISSING_ATOMICITY","SINK","DOS","IDEMPOTENCY_KEYS_AND_ATOMIC_LOCKING","MEDIUM","VULN"
"the-map/12-misc/web-memory-disclosure.md","RC8","TRUST_CHANNEL","CONTEXT_SWITCH","TRUST_BOUNDARY_BREAK","CROSS_COMPONENT_TRUST","ENTRY","DATA_EXFILTRATION","CONTROL_PLANE_HARDENING","MEDIUM","VULN"
"the-map/12-misc/wordpress.md","RC8","TRUST_CHANNEL","CONTEXT_SWITCH","TRUST_BOUNDARY_BREAK","CROSS_COMPONENT_TRUST","ENTRY","DATA_EXFILTRATION","CONTROL_PLANE_HARDENING","MEDIUM","VULN"
"the-map/artifact-examples/ssrf-testing-playbook.md","RC7","URL","ORDER_MANIPULATION","VALIDATION_GAP","MISSING_EGRESS_RESTRICTION","ENTRY","SSRF_INTERNAL_ACCESS","REFERENCE_ALLOWLIST_AND_RESOLUTION_CHECK|EGRESS_NETWORK_SEGMENTATION","LOW","METHODOLOGY"
"the-map/artifact-examples/xss-testing-checklist.md","RC1","PAYLOAD_BODY","CONTEXT_SWITCH","VALIDATION_GAP","WEAK_OR_MISSING_NORMALIZATION","ENTRY","ATO","CONTEXT_AWARE_OUTPUT_ENCODING","LOW","METHODOLOGY"
